job_category,salary_in_usd,experience_level,work_setting,company_size,Cluster
Data Science and Research,174800.0,Senior,Remote,M,1
Data Engineering,116000.0,Senior,In-person,M,0
Data Analysis,153600.0,Senior,Remote,M,1
Data Analysis,107499.99999999999,Senior,Remote,M,1
Data Analysis,94100.0,Mid-level,In-person,M,2
Data Analysis,72400.0,Mid-level,In-person,M,2
Machine Learning and AI,178000.0,Senior,Remote,M,1
Machine Learning and AI,152000.0,Senior,Remote,M,1
Data Science and Research,233200.0,Senior,Remote,M,1
Data Analysis,206000.0,Senior,In-person,M,0
Data Analysis,130000.0,Senior,In-person,M,0
Data Engineering,146100.0,Senior,In-person,M,0
Data Engineering,112400.0,Senior,In-person,M,0
Data Management and Strategy,110000.0,Mid-level,In-person,M,2
Data Management and Strategy,70000.0,Mid-level,In-person,M,2
Data Science and Research,150120.0,Senior,Remote,M,1
Data Science and Research,120096.0,Senior,Remote,M,1
Machine Learning and AI,168000.0,Senior,Remote,M,1
Leadership and Management,178600.0,Senior,In-person,M,0
Leadership and Management,142880.0,Senior,In-person,M,0
Data Engineering,151410.0,Mid-level,In-person,M,2
Data Engineering,144200.0,Mid-level,In-person,M,2
Data Science and Research,151410.0,Entry-level,Remote,M,3
Data Science and Research,115360.0,Entry-level,Remote,M,3
Leadership and Management,193170.0,Mid-level,In-person,M,2
Leadership and Management,116480.0,Mid-level,In-person,M,2
Data Engineering,146000.0,Senior,Remote,M,1
Data Engineering,94000.0,Senior,Remote,M,1
Data Architecture and Modeling,250500.0,Senior,In-person,M,0
Data Architecture and Modeling,159500.0,Senior,In-person,M,0
Data Analysis,94035.0,Entry-level,Remote,M,3
Data Analysis,57920.0,Entry-level,Remote,M,3
Data Analysis,113600.0,Senior,In-person,M,0
Data Analysis,60000.0,Senior,In-person,M,0
Data Science and Research,256000.0,Senior,Remote,M,1
Data Analysis,116000.0,Senior,Remote,M,1
Machine Learning and AI,283200.0,Senior,In-person,M,0
Machine Learning and AI,188800.0,Senior,In-person,M,0
Data Analysis,36000.0,Mid-level,In-person,S,2
Data Science and Research,205639.99999999997,Senior,In-person,M,0
Data Engineering,193200.0,Senior,Remote,M,1
Data Engineering,156400.0,Senior,Remote,M,1
Machine Learning and AI,121000.0,Senior,In-person,M,0
Data Engineering,48000.0,Senior,Remote,M,1
Data Engineering,132300.0,Senior,In-person,M,0
Data Science and Research,197000.0,Senior,In-person,M,0
Data Science and Research,322612.5,Senior,In-person,M,0
Data Science and Research,237000.0,Senior,Remote,M,1
Data Science and Research,201450.00000000003,Senior,Remote,M,1
Machine Learning and AI,229000.0,Senior,In-person,M,0
Machine Learning and AI,206000.0,Senior,In-person,M,0
Data Science and Research,231000.00000000003,Senior,Remote,M,1
Machine Learning and AI,183750.0,Senior,In-person,M,0
Data Engineering,175000.0,Mid-level,In-person,M,2
Leadership and Management,152900.0,Senior,Remote,M,1
Leadership and Management,117700.0,Senior,Remote,M,1
Data Science and Research,285800.0,Senior,In-person,M,0
Data Science and Research,154600.0,Senior,In-person,M,0
Data Quality and Operations,289120.0,Senior,In-person,M,0
Data Quality and Operations,192400.0,Senior,In-person,M,0
Data Analysis,179998.0,Mid-level,Remote,S,4
Data Science and Research,35000.0,Mid-level,In-person,L,2
Data Architecture and Modeling,258000.0,Mid-level,Remote,L,4
Data Science and Research,121000.0,Senior,In-person,M,0
Data Science and Research,141000.0,Senior,In-person,M,0
Data Engineering,206000.0,Senior,In-person,M,0
Data Science and Research,192000.0,Senior,In-person,M,0
Data Analysis,147000.0,Senior,Remote,M,1
Data Analysis,91999.99999999999,Senior,Remote,M,1
Machine Learning and AI,261500.0,Senior,In-person,L,0
Machine Learning and AI,134500.0,Senior,In-person,L,0
Leadership and Management,275300.0,Senior,Remote,M,1
Leadership and Management,183500.0,Senior,Remote,M,1
Data Engineering,147648.0,Mid-level,In-person,M,2
Data Engineering,123040.0,Mid-level,In-person,M,2
Data Engineering,136600.0,Senior,Remote,M,1
Data Engineering,109280.0,Senior,Remote,M,1
Data Analysis,84000.0,Senior,Remote,M,1
Data Analysis,60000.0,Senior,Remote,M,1
Leadership and Management,61520.00000000001,Mid-level,In-person,M,2
Machine Learning and AI,60000.0,Senior,Remote,M,1
Data Management and Strategy,69500.0,Entry-level,Remote,M,3
Data Architecture and Modeling,285000.0,Senior,Remote,M,1
Data Analysis,69525.00000000001,Entry-level,Remote,M,3
Data Analysis,61800.0,Entry-level,Remote,M,3
Machine Learning and AI,178000.0,Senior,In-person,M,0
BI and Visualization,160000.0,Senior,Remote,L,1
Data Science and Research,40000.0,Entry-level,Remote,M,3
BI and Visualization,110000.0,Senior,In-person,M,0
Data Science and Research,130001.0,Entry-level,Remote,M,3
Data Science and Research,71907.0,Entry-level,Remote,M,3
Data Architecture and Modeling,205000.00000000003,Senior,Remote,M,1
Data Architecture and Modeling,150000.0,Senior,Remote,M,1
Data Analysis,189400.00000000003,Senior,In-person,M,0
Data Analysis,131685.0,Senior,In-person,M,0
Data Analysis,172000.0,Senior,Remote,M,1
Data Science and Research,55410.000000000015,Mid-level,Remote,M,4
Data Analysis,57000.0,Senior,Remote,L,1
Data Science and Research,277500.0,Senior,In-person,M,0
Machine Learning and AI,150000.0,Mid-level,In-person,M,2
Data Science and Research,236500.0,Senior,In-person,M,0
Data Science and Research,172800.0,Senior,Remote,M,1
Data Analysis,322612.5,Senior,Remote,M,1
Data Analysis,62000.0,Senior,In-person,M,0
Data Analysis,55000.0,Senior,In-person,M,0
Leadership and Management,155000.0,Mid-level,In-person,M,2
Data Quality and Operations,144000.0,Senior,In-person,M,0
Data Quality and Operations,77000.0,Senior,In-person,M,0
Data Engineering,265000.0,Senior,Remote,M,1
Data Engineering,217000.0,Senior,Remote,M,1
Data Science and Research,136300.0,Senior,In-person,M,0
Data Analysis,83000.0,Senior,Remote,M,1
Data Analysis,208450.0,Senior,Remote,M,1
Data Analysis,170550.0,Senior,Remote,M,1
Machine Learning and AI,130000.0,Senior,In-person,M,0
Data Science and Research,189750.0,Mid-level,In-person,M,2
Data Science and Research,131100.0,Mid-level,In-person,M,2
Data Science and Research,270000.0,Mid-level,Remote,M,4
Data Science and Research,95000.0,Mid-level,Remote,M,4
Data Engineering,117300.0,Mid-level,In-person,M,2
Data Engineering,69000.0,Mid-level,In-person,M,2
Data Engineering,182000.0,Senior,Remote,M,1
Data Engineering,144000.0,Senior,Remote,M,1
Data Science and Research,244000.0,Mid-level,In-person,M,2
Data Engineering,260000.0,Mid-level,In-person,M,2
Machine Learning and AI,225000.0,Senior,Remote,M,1
Data Science and Research,102500.00000000001,Mid-level,In-person,M,2
Data Engineering,186600.0,Mid-level,Remote,M,4
Data Engineering,116500.0,Mid-level,Remote,M,4
Machine Learning and AI,222000.0,Senior,Remote,M,1
Machine Learning and AI,138000.0,Senior,Remote,M,1
Data Analysis,207299.99999999997,Senior,Remote,M,1
Data Analysis,149200.0,Senior,Remote,M,1
Machine Learning and AI,292000.0,Senior,Remote,M,1
Machine Learning and AI,164500.0,Senior,Remote,M,1
Machine Learning and AI,292200.0,Senior,Remote,M,1
Data Engineering,163800.00000000003,Senior,In-person,M,0
Data Engineering,126000.00000000001,Senior,In-person,M,0
Machine Learning and AI,120000.0,Mid-level,Remote,M,4
Machine Learning and AI,200000.00000000003,Mid-level,Remote,M,4
Machine Learning and AI,170000.0,Mid-level,Remote,M,4
Data Analysis,123400.00000000001,Senior,Remote,M,1
Data Analysis,82200.0,Senior,Remote,M,1
Leadership and Management,50000.00000000001,Senior,Remote,S,1
Data Engineering,161800.0,Senior,In-person,M,0
Data Engineering,121400.0,Senior,In-person,M,0
Data Science and Research,285000.0,Senior,In-person,M,0
Data Science and Research,193900.0,Senior,In-person,M,0
Leadership and Management,240000.0,Senior,In-person,M,0
Leadership and Management,196000.0,Senior,In-person,M,0
Data Analysis,98000.0,Senior,In-person,M,0
Data Engineering,110736.0,Mid-level,In-person,M,2
Data Engineering,86128.0,Mid-level,In-person,M,2
Leadership and Management,214000.0,Senior,In-person,M,0
Data Analysis,87500.0,Senior,In-person,M,0
Data Science and Research,280830.0,Senior,Remote,M,1
Data Science and Research,173175.0,Senior,Remote,M,1
BI and Visualization,92280.0,Mid-level,In-person,M,2
BI and Visualization,49216.0,Mid-level,In-person,M,2
Machine Learning and AI,75038.00000000001,Senior,Remote,M,1
Machine Learning and AI,71475.0,Senior,Remote,M,1
Machine Learning and AI,61541.0,Senior,Remote,M,1
Leadership and Management,231250.0,Senior,Remote,M,1
Leadership and Management,138750.0,Senior,Remote,M,1
Data Engineering,242000.0,Mid-level,In-person,M,2
Data Engineering,195000.0,Mid-level,In-person,M,2
Machine Learning and AI,160000.0,Mid-level,Remote,M,4
Machine Learning and AI,140000.0,Mid-level,Remote,M,4
Data Science and Research,183924.0,Senior,In-person,M,0
Data Science and Research,125760.0,Senior,In-person,M,0
Leadership and Management,322612.5,Mid-level,In-person,M,2
Data Science and Research,86374.0,Senior,Remote,L,1
Machine Learning and AI,30000.0,Mid-level,Remote,S,4
Machine Learning and AI,25500.0,Mid-level,Remote,S,4
Leadership and Management,143200.0,Senior,Remote,M,1
Data Architecture and Modeling,72000.0,Senior,In-person,M,0
Data Engineering,253200.0,Senior,In-person,M,0
Machine Learning and AI,322612.5,Senior,In-person,M,0
Machine Learning and AI,184590.0,Senior,In-person,M,0
Data Analysis,105380.0,Mid-level,In-person,M,2
Data Analysis,64500.0,Mid-level,In-person,M,2
Data Analysis,30000.0,Entry-level,Remote,L,3
Data Engineering,270703.0,Senior,In-person,M,0
Data Engineering,221483.99999999997,Senior,In-person,M,0
Data Science and Research,212750.0,Senior,Remote,M,1
Data Science and Research,218500.0,Senior,Remote,M,1
Data Science and Research,199098.0,Senior,Remote,M,1
Data Engineering,203300.0,Senior,Remote,M,1
Data Engineering,123600.0,Senior,Remote,M,1
Data Engineering,231500.0,Senior,Remote,M,1
Data Engineering,166000.0,Senior,Remote,M,1
Data Science and Research,172500.0,Senior,Remote,M,1
Data Science and Research,110500.0,Senior,Remote,M,1
Data Engineering,238000.0,Senior,In-person,M,0
Data Engineering,176000.0,Senior,In-person,M,0
Data Engineering,237000.0,Senior,Remote,M,1
Data Engineering,201450.00000000003,Senior,Remote,M,1
Data Engineering,193500.0,Senior,Remote,M,1
Data Engineering,139000.0,Senior,Remote,M,1
Machine Learning and AI,70179.0,Mid-level,Remote,S,4
Machine Learning and AI,97171.0,Mid-level,Remote,L,4
BI and Visualization,185900.0,Senior,In-person,M,0
BI and Visualization,129300.0,Senior,In-person,M,0
Data Analysis,202800.0,Senior,In-person,L,0
Data Analysis,104300.0,Senior,In-person,L,0
Data Engineering,179170.0,Senior,In-person,M,0
Data Engineering,94300.0,Senior,In-person,M,0
Leadership and Management,152500.0,Senior,In-person,M,0
Leadership and Management,116450.0,Senior,In-person,M,0
Data Engineering,133800.0,Senior,In-person,M,0
Machine Learning and AI,56536.0,Entry-level,Remote,S,3
Machine Learning and AI,283200.0,Senior,Remote,M,1
Machine Learning and AI,188800.0,Senior,Remote,M,1
Data Engineering,161800.0,Senior,Remote,M,1
Data Engineering,141600.0,Senior,Remote,M,1
Machine Learning and AI,322612.5,Senior,In-person,L,0
Machine Learning and AI,176099.99999999997,Senior,In-person,L,0
Data Science and Research,138784.0,Senior,Remote,M,1
Data Science and Research,83270.0,Senior,Remote,M,1
Machine Learning and AI,318300.0,Senior,Remote,M,1
Machine Learning and AI,212200.0,Senior,Remote,M,1
Leadership and Management,230000.0,Senior,In-person,M,0
Leadership and Management,143200.0,Senior,In-person,M,0
Data Analysis,46755.0,Mid-level,In-person,M,2
Data Analysis,168399.99999999997,Senior,In-person,M,0
Data Analysis,105200.00000000001,Senior,In-person,M,0
Data Analysis,55368.00000000001,Senior,Remote,M,1
Data Analysis,43064.0,Senior,Remote,M,1
Data Engineering,220000.0,Senior,Remote,M,1
Data Science and Research,67672.00000000001,Mid-level,In-person,M,2
Data Engineering,58444.00000000001,Mid-level,Remote,M,4
Data Analysis,75000.0,Entry-level,Remote,M,3
Machine Learning and AI,250000.0,Mid-level,In-person,M,2
Data Science and Research,186000.0,Senior,In-person,M,0
Data Engineering,180000.0,Mid-level,In-person,M,2
Data Science and Research,224000.0,Senior,In-person,M,0
Data Science and Research,67635.0,Senior,Remote,M,1
Machine Learning and AI,74883.0,Mid-level,In-person,M,2
Data Quality and Operations,100000.00000000001,Senior,In-person,M,0
Data Quality and Operations,80000.0,Senior,In-person,M,0
Data Science and Research,162500.0,Senior,In-person,M,0
Data Science and Research,239000.0,Senior,In-person,L,0
Data Science and Research,122900.0,Senior,In-person,L,0
Leadership and Management,112000.0,Senior,Remote,M,1
Data Science and Research,88256.0,Senior,Remote,L,1
Data Analysis,105500.0,Senior,In-person,M,0
Data Analysis,148500.0,Senior,In-person,M,0
Leadership and Management,117100.0,Senior,Remote,M,1
Leadership and Management,173000.0,Senior,Remote,M,1
Leadership and Management,113000.00000000001,Senior,Remote,M,1
Data Analysis,149500.0,Senior,Remote,M,1
Data Analysis,127075.0,Senior,Remote,M,1
Data Engineering,219535.0,Senior,Remote,M,1
Data Engineering,146115.0,Senior,Remote,M,1
Data Analysis,187000.0,Senior,In-person,M,0
Data Engineering,178999.99999999997,Senior,In-person,M,0
Data Engineering,109000.0,Senior,In-person,M,0
Data Analysis,142000.0,Senior,Remote,M,1
Leadership and Management,198800.0,Senior,In-person,M,0
Leadership and Management,105200.00000000001,Senior,In-person,M,0
Data Analysis,112000.0,Senior,Remote,M,1
Leadership and Management,115000.0,Senior,Remote,M,1
Leadership and Management,86000.0,Senior,Remote,M,1
Data Analysis,106000.0,Senior,In-person,M,0
Machine Learning and AI,275000.0,Senior,In-person,S,0
Machine Learning and AI,280700.0,Mid-level,Remote,M,4
Machine Learning and AI,150450.0,Mid-level,Remote,M,4
Data Science and Research,51861.0,Entry-level,Remote,L,3
Data Science and Research,93918.0,Mid-level,Remote,M,4
Data Science and Research,51962.0,Mid-level,Remote,M,4
Machine Learning and AI,257000.00000000003,Senior,In-person,M,0
Data Engineering,222000.0,Senior,Remote,M,1
Data Science and Research,133200.0,Senior,Remote,M,1
Data Engineering,221000.0,Senior,In-person,M,0
Data Engineering,147000.0,Senior,In-person,M,0
Machine Learning and AI,304000.0,Senior,Remote,M,1
Data Engineering,48585.0,Mid-level,Remote,M,4
Data Science and Research,198340.00000000003,Mid-level,In-person,M,2
Data Science and Research,104055.00000000001,Mid-level,In-person,M,2
Data Engineering,183600.0,Senior,In-person,M,0
Data Management and Strategy,130000.0,Mid-level,In-person,M,2
Machine Learning and AI,289076.0,Senior,In-person,M,0
Machine Learning and AI,202353.0,Senior,In-person,M,0
Data Science and Research,157750.0,Senior,Remote,M,1
Data Science and Research,104650.0,Senior,Remote,M,1
Data Science and Research,180000.0,Mid-level,Remote,M,4
Data Analysis,68000.0,Mid-level,In-person,L,2
Data Engineering,60000.0,Entry-level,Remote,M,3
Data Engineering,90000.0,Mid-level,In-person,M,2
Machine Learning and AI,181000.0,Senior,In-person,M,0
Data Science and Research,252000.00000000003,Senior,In-person,M,0
Data Analysis,64200.00000000001,Entry-level,Remote,M,3
Data Analysis,56100.00000000001,Entry-level,Remote,M,3
Leadership and Management,135000.0,Mid-level,In-person,M,2
Data Science and Research,171250.0,Senior,In-person,M,0
Data Science and Research,113750.0,Senior,In-person,M,0
Data Analysis,153600.0,Senior,In-person,M,0
Data Analysis,100500.0,Senior,In-person,M,0
Data Analysis,182500.0,Mid-level,In-person,M,2
Data Analysis,121500.0,Mid-level,In-person,M,2
Data Engineering,203100.0,Senior,In-person,M,0
Data Engineering,114500.0,Senior,In-person,M,0
Data Engineering,92700.0,Entry-level,Remote,M,3
Data Architecture and Modeling,167500.0,Mid-level,In-person,M,2
Data Architecture and Modeling,106500.0,Mid-level,In-person,M,2
Data Engineering,59888.0,Entry-level,Remote,L,3
Data Engineering,178600.0,Senior,In-person,M,0
Data Science and Research,209999.99999999997,Mid-level,Remote,M,4
Data Science and Research,151800.0,Mid-level,Remote,M,4
Data Science and Research,317070.0,Senior,In-person,M,0
Data Science and Research,170730.0,Senior,In-person,M,0
Machine Learning and AI,108000.0,Senior,In-person,M,0
Machine Learning and AI,60000.0,Senior,In-person,M,0
Machine Learning and AI,134000.0,Mid-level,Remote,M,4
Machine Learning and AI,124000.0,Mid-level,Remote,M,4
Data Engineering,124500.0,Senior,In-person,M,0
Data Analysis,175000.0,Senior,In-person,M,0
Data Analysis,148700.0,Senior,In-person,M,0
Data Analysis,125600.0,Senior,In-person,M,0
Data Analysis,185000.0,Senior,Remote,M,1
Data Analysis,120250.0,Senior,Remote,M,1
Data Science and Research,183000.0,Senior,Remote,M,1
Data Engineering,143865.0,Mid-level,In-person,M,2
Data Engineering,115092.0,Mid-level,In-person,M,2
Machine Learning and AI,90000.0,Mid-level,In-person,M,2
Data Science and Research,173000.0,Senior,Remote,M,1
Data Science and Research,132000.0,Senior,Remote,M,1
Data Analysis,208049.00000000003,Senior,In-person,M,0
